id,has_facsimile,edited,provisional_transcription,automatic_transcription,type
2787,True,False,True,False,Brief
2788,True,False,False,True,Rede
2789,True,False,True,False,Brief
2790,True,False,True,False,Brief
2791,True,False,True,False,Brief
2792,True,False,True,False,Brief
2793,True,False,True,False,Brief
2794,False,False,False,False,Hinweis
2795,True,False,True,False,Brief
2796,True,False,True,False,Brief
2797,False,False,False,False,Brief
2798,True,False,False,True,Brief
2799,True,False,True,False,Brief
2800,False,False,False,False,Verweis
2801,True,False,True,False,Brief
2802,True,False,True,False,Brief
2803,True,False,True,False,Brief
2804,False,False,False,False,Verweis
2805,True,False,True,False,Brief
2806,False,False,False,False,Verweis
2807,True,False,True,False,Brief
2808,False,False,False,False,Verweis
2809,True,False,True,False,Brief
2810,True,False,True,False,Brief
2811,True,False,True,False,Brief
2812,True,False,False,True,Brief
2813,True,False,True,False,Brief
2814,True,False,True,False,Brief
2815,True,False,True,False,Brief
2816,True,False,True,False,Brief
2817,True,False,True,False,Brief
2818,True,False,True,False,Brief
2819,False,False,True,False,Brief
2820,True,False,True,False,Brief
2821,False,False,False,False,Verweis
2822,True,False,True,False,Brief
2823,True,False,False,True,Brief
2824,True,False,True,False,Brief
2825,True,False,False,True,Brief
2826,True,False,True,False,Brief
2827,True,False,True,False,Brief
2828,True,False,True,False,Brief
2829,True,False,True,False,Brief
2830,False,False,False,False,Widmung
2831,True,False,True,False,Brief
2832,False,False,False,False,Verweis
2833,True,False,True,False,Brief
2834,True,False,True,False,Brief
2835,True,False,True,False,Brief
2836,True,False,True,False,Brief
2837,True,False,True,False,Brief
2838,True,False,True,False,Brief
2839,True,False,True,False,Brief
2840,True,False,True,False,Brief
2841,True,False,False,True,Brief
2842,True,False,True,False,Brief
2843,True,False,True,False,Brief
2844,True,False,True,False,Verweis
2845,True,False,True,False,Brief
2846,True,False,True,False,Brief
2847,True,False,True,False,Brief
2848,True,False,True,False,Brief
2849,True,False,True,False,Brief
2850,True,False,True,False,Brief
2851,True,False,True,False,Brief
2852,False,False,True,False,Brief
2853,False,False,True,False,Brief
2854,True,False,True,False,Brief
2855,False,False,False,False,Brief
2856,True,False,False,True,Brief
2857,True,False,True,False,Brief
2858,True,False,True,False,Brief
2859,True,False,True,False,Brief
2860,True,False,True,False,Brief
2861,True,False,True,False,Brief
2862,True,False,True,False,Brief
2863,True,False,True,False,Brief
2864,True,False,True,False,Brief
2865,False,False,False,False,Brief
2866,True,False,True,False,Brief
2867,True,False,True,False,Brief
2868,True,False,True,False,Brief
2869,True,False,True,False,Brief
2870,False,False,False,False,Brief
2871,True,False,True,False,Brief
2872,True,False,True,False,Brief
2873,True,False,True,False,Brief
2874,True,False,True,False,Brief
2875,True,False,True,False,Brief
2876,True,False,True,False,Brief
2877,True,False,True,False,Brief
2878,True,False,True,False,Brief
2879,True,False,True,False,Brief
2880,True,False,False,True,Brief
2881,True,False,True,False,Brief
2882,True,False,True,False,Brief
2883,True,False,False,True,Brief
2884,True,False,True,False,Brief
2885,True,False,True,False,Brief
2886,True,False,True,False,Brief
2887,True,False,True,False,Brief
2888,True,False,True,False,Brief
2889,True,False,True,False,Brief
2890,True,False,True,False,Beilage
2891,True,False,True,False,Brief
2892,True,False,True,False,Brief
2893,True,False,True,False,Brief
2894,True,False,True,False,Brief
2895,True,False,True,False,Brief
2896,False,False,True,False,Brief
2897,True,False,True,False,Brief
2898,True,False,True,False,Brief
2899,True,False,True,False,Brief
2900,True,False,True,False,Brief
2901,True,False,True,False,Brief
2902,True,False,True,False,Brief
2903,True,False,True,False,Brief
2904,True,False,True,False,Brief
2905,True,False,True,False,Brief
2906,True,False,False,True,Brief
2907,True,False,True,False,Brief
2908,True,False,True,False,Brief
2909,True,False,True,False,Brief
2910,True,False,True,False,Brief
2911,True,False,True,False,Brief
2912,True,False,True,False,Brief
2913,True,False,False,True,Brief
2914,False,False,False,False,Hinweis
2915,False,False,True,False,Brief
2916,True,False,True,False,Brief
2917,True,False,True,False,Brief
2918,True,False,True,False,Brief
2919,False,False,False,False,Verweis
2920,True,False,True,False,Brief
2921,True,False,False,True,Brief
2922,True,False,True,False,Brief
2923,True,False,True,False,Beilage
2924,True,False,True,False,Brief
2925,True,False,True,False,Brief
2926,True,False,True,False,Brief
2927,True,False,True,False,Brief
2928,True,False,True,False,Brief
2929,True,False,True,False,Brief
2930,False,False,False,False,Brief
2931,False,False,False,False,Brief
2932,True,False,True,False,Brief
2933,True,False,True,False,Brief
2934,True,False,True,False,Brief
2935,True,False,False,True,Brief
2936,True,False,True,False,Brief
2937,True,False,True,False,Brief
2938,True,False,True,False,Brief
2939,True,False,True,False,Brief
2940,True,False,True,False,Brief
2941,True,False,True,False,Brief
2942,True,False,True,False,Brief
2943,True,False,True,False,Brief
2944,True,False,True,False,Brief
2945,True,False,False,True,Brief
2946,True,False,False,True,Verweis
2947,True,False,True,False,Brief
2948,True,False,False,True,Brief
2949,False,False,False,False,Gutachten
2950,True,False,False,True,Beilage
2951,True,False,True,False,Brief
2952,True,False,True,False,Brief
2953,True,False,True,False,Brief
2954,True,False,True,False,Brief
2955,True,False,False,True,Hinweis
2956,False,False,False,False,Brief
2957,True,False,False,True,Hinweis
2958,False,False,True,False,Brief
2959,True,False,True,False,Brief
2960,True,False,True,False,Brief
2961,True,False,True,False,Brief
2962,False,False,False,False,Verweis
2963,True,False,True,False,Brief
2964,True,False,True,False,Brief
2965,True,False,True,False,Brief
2966,True,False,False,True,Brief
2967,True,False,True,False,Brief
2968,True,False,False,True,NeueZeitung
2969,True,False,True,False,Brief
2970,True,False,True,False,Brief
2971,True,False,False,True,Brief
2972,True,False,True,False,Brief
2973,True,False,False,True,NeueZeitung
2975,True,False,True,False,Brief
2976,True,False,True,False,Brief
2977,True,False,True,False,Brief
2978,True,False,True,False,Brief
2979,True,False,True,False,Brief
2980,True,False,True,False,Beilage
2981,True,False,True,False,Brief
2982,True,False,True,False,Brief
2983,True,False,True,False,Brief
2984,True,False,True,False,Brief
2985,True,False,True,False,Brief
2986,True,False,True,False,Brief
2987,True,False,True,False,Brief
2988,True,False,True,False,Brief
2989,True,False,True,False,Brief
2990,True,False,True,False,Brief
2991,True,False,True,False,Brief
2992,True,False,True,False,Brief
2993,False,False,True,False,Brief
2994,False,False,False,False,Verweis
2995,True,False,True,False,Brief
2996,True,False,True,False,Brief
2997,True,False,True,False,Brief
2998,True,False,True,False,Brief
2999,True,False,True,False,Brief
3000,True,False,True,False,Brief
3001,True,False,True,False,Brief
3002,False,False,False,False,Brief
3003,True,False,True,False,Brief
3004,True,False,False,True,Hinweis
3005,True,False,True,False,Brief
3006,False,False,False,False,Verweis
3007,True,False,True,False,Brief
3008,True,False,True,False,Brief
3009,False,False,False,False,Verweis
3010,True,False,True,False,Brief
3011,True,False,True,False,Brief
3012,True,False,True,False,Brief
3013,True,False,True,False,Brief
3014,True,False,True,False,Beilage
3015,False,False,False,False,Verweis
3016,True,False,True,False,Brief
3017,True,False,False,True,Brief
3018,True,False,True,False,Brief
3019,True,False,True,False,Brief
3020,True,False,True,False,Brief
3021,True,False,True,False,Brief
3022,True,False,True,False,Brief
3023,True,False,True,False,Brief
3024,True,False,True,False,Brief
3025,True,False,True,False,Brief
3026,True,False,True,False,Nachschrift
3027,True,False,False,True,Beilage
3028,True,False,True,False,Brief
3029,True,False,True,False,Brief
3030,True,False,True,False,Brief
3031,True,False,True,False,Brief
3032,True,False,True,False,Brief
3033,True,False,True,False,Brief
3034,True,False,True,False,Brief
3035,True,False,True,False,Brief
3036,True,False,True,False,Brief
3037,True,False,False,True,Brief
3038,True,False,True,False,Brief
3039,False,False,False,False,Hinweis
3040,True,False,True,False,Brief
3041,True,False,True,False,Brief
3042,True,False,True,False,Brief
3043,True,False,True,False,Verweis
3044,True,False,True,False,Brief
3045,False,False,True,False,Brief
3046,True,False,True,False,Brief
3047,False,False,False,False,Verweis
3048,True,False,True,False,Brief
3049,False,False,False,False,Beilage
3050,True,False,True,False,Brief
3051,True,False,True,False,Brief
3052,False,False,False,False,Verweis
3053,True,False,True,False,Brief
3054,True,False,True,False,Brief
3055,True,False,True,False,Brief
3056,True,False,True,False,Brief
3057,True,False,True,False,Brief
3058,True,False,True,False,Brief
3059,True,False,False,True,Brief
3060,True,False,True,False,Brief
3061,True,False,True,False,Brief
3062,True,False,True,False,Brief
3063,True,False,True,False,Brief
3064,True,False,True,False,Brief
3065,True,False,True,False,Brief
3066,True,False,True,False,Brief
3067,True,False,True,False,Brief
3068,True,False,True,False,Brief
3069,True,False,True,False,Brief
3070,False,False,False,False,Hinweis
3071,False,False,False,False,Hinweis
3072,False,False,False,False,Brief
3073,False,False,False,False,Gutachten
3074,False,False,False,False,Verweis
3075,True,False,True,False,Brief
3076,True,False,True,False,Beilage
3077,True,False,False,True,Brief
3078,False,False,False,False,Verweis
3079,False,False,False,False,Verweis
3080,True,False,False,True,Brief
3081,True,False,False,True,Brief
3082,True,False,True,False,Brief
3083,False,False,False,False,Widmung
3084,True,False,True,False,Brief
3085,True,False,True,False,Brief
3086,True,False,True,False,Brief
3087,True,False,True,False,Brief
3088,True,False,True,False,Brief
3089,True,False,True,False,Brief
3090,False,False,False,False,Verweis
3091,True,False,True,False,Brief
3092,True,False,True,False,Brief
3093,True,False,True,False,Brief
3094,False,False,False,False,Verweis
3095,True,False,True,False,Brief
3096,True,False,True,False,Brief
3097,True,False,True,False,Brief
3098,True,False,True,False,Brief
3099,True,False,True,False,Brief
3100,True,False,True,False,Brief
3101,True,False,True,False,Brief
3102,True,False,True,False,Brief
3103,True,False,True,False,Brief
3104,True,False,True,False,Brief
3105,True,False,True,False,Brief
3106,False,False,False,False,Verweis
3107,True,False,True,False,Brief
3108,True,False,False,True,Brief
3109,True,False,True,False,Brief
3110,True,False,True,False,Brief
3111,False,False,True,False,Widmung
3112,True,False,True,False,Brief
3113,True,False,True,False,Brief
3114,True,False,True,False,Brief
3115,True,False,True,False,Brief
3116,True,False,True,False,Brief
3117,True,False,True,False,Brief
3118,True,False,True,False,Brief
3119,True,False,True,False,Brief
3120,True,False,True,False,Brief
3121,True,False,True,False,Brief
3122,True,False,True,False,Brief
3123,True,False,False,True,Brief
3124,True,False,True,False,Brief
3125,True,False,True,False,Brief
3126,True,False,True,False,Brief
3127,False,False,False,False,Brief
3128,True,False,True,False,Brief
3129,True,False,True,False,Brief
3130,True,False,True,False,Brief
3131,True,False,True,False,Brief
3132,False,False,True,False,Brief
3133,True,False,False,True,Brief
3134,True,False,True,False,Brief
3135,True,False,True,False,Brief
3136,True,False,True,False,Brief
3137,True,False,True,False,Brief
3138,True,False,True,False,Brief
3139,True,False,True,False,Brief
3140,False,False,True,False,Brief
3141,False,False,False,False,Brief
3142,True,False,True,False,Brief
3143,True,False,True,False,Brief
3144,True,False,False,True,Brief
3145,True,False,True,False,Brief
3146,True,False,True,False,Brief
3147,True,False,True,False,Brief
3148,True,False,True,False,Brief
3149,True,False,True,False,Brief
3150,True,False,True,False,Brief
3151,True,False,True,False,Brief
3152,True,False,True,False,Brief
3153,True,False,True,False,Brief
3154,True,False,True,False,Brief
3155,True,False,True,False,Brief
3156,True,False,True,False,Brief
3157,True,False,True,False,Brief
3158,True,False,True,False,Brief
3159,False,False,False,False,Verweis
3160,True,False,True,False,Brief
3161,True,False,True,False,Brief
3162,False,False,False,False,Verweis
3163,False,False,False,False,Verweis
3164,True,False,True,False,Brief
3165,True,False,True,False,Brief
3166,True,False,True,False,Brief
3167,True,False,True,False,Brief
3168,True,False,True,False,Brief
3169,True,False,True,False,Brief
3170,True,False,True,False,Brief
3171,True,False,True,False,Brief
3172,False,False,False,False,Verweis
3173,True,False,True,False,Brief
3174,False,False,False,False,Verweis
3175,True,False,True,False,Brief
3176,False,False,False,False,Verweis
3177,True,False,True,False,Brief
3178,True,False,True,False,Brief
3179,True,False,True,False,Brief
3180,True,False,False,True,Brief
3181,True,False,False,True,Brief
3182,False,False,False,False,Hinweis
3183,True,False,True,False,Brief
3184,True,False,True,False,Brief
3185,True,False,True,False,Brief
3186,True,False,True,False,Brief
3187,True,False,True,False,Brief
3188,True,False,True,False,Brief
3189,True,False,True,False,Brief
3190,True,False,True,False,Brief
3191,True,False,True,False,Brief
3192,True,False,True,False,Brief
3193,True,False,True,False,Brief
3194,True,False,True,False,Brief
3195,True,False,True,False,Brief
3196,True,False,True,False,Brief
3197,True,False,True,False,Brief
3198,True,False,True,False,Brief
3199,True,False,True,False,Brief
3200,True,False,True,False,Brief
3201,True,False,True,False,Brief
3202,True,False,True,False,Brief
3203,True,False,True,False,Brief
3204,True,False,True,False,Brief
3205,True,False,True,False,Brief
3206,True,False,True,False,Brief
3207,True,False,True,False,Brief
3208,True,False,True,False,Brief
3209,True,False,True,False,Brief
3210,True,False,True,False,Brief
3211,True,False,True,False,Brief
3212,True,False,True,False,Brief
3213,True,False,True,False,Brief
3214,True,False,True,False,Brief
3215,True,False,False,True,Brief
3216,False,False,False,False,Verweis
3217,False,False,True,False,Brief
3218,True,False,True,False,Brief
3219,True,False,True,False,Brief
3220,True,False,True,False,Brief
3221,True,False,True,False,Brief
3222,False,False,False,False,Verweis
3223,True,False,True,False,Brief
3224,True,False,True,False,Brief
3225,True,False,True,False,Brief
3226,True,False,True,False,Brief
3227,True,False,True,False,Brief
3228,True,False,True,False,Brief
3229,True,False,True,False,Brief
3230,True,False,True,False,Brief
3231,True,False,True,False,Brief
3232,True,False,True,False,Brief
3233,True,False,True,False,Brief
3234,True,False,True,False,Brief
3235,True,False,True,False,Brief
3236,True,False,True,False,Brief
3237,True,False,True,False,Brief
3238,True,False,True,False,Brief
3239,True,False,True,False,Brief
3240,False,False,False,False,Verweis
3241,True,False,True,False,Brief
3242,True,False,True,False,Brief
3243,True,False,True,False,Brief
3244,True,False,True,False,Brief
3245,False,False,True,False,Brief
3246,True,False,True,False,Brief
3247,True,False,True,False,Brief
3248,True,False,True,False,Brief
3249,True,False,True,False,Brief
3250,True,False,True,False,Brief
3251,True,False,True,False,Brief
3252,True,False,True,False,Brief
3253,True,False,True,False,Brief
3254,True,False,True,False,Brief
3255,True,False,True,False,Brief
3256,True,False,True,False,Brief
3257,True,False,True,False,Brief
3258,True,False,False,True,Brief
3259,True,False,True,False,Brief
3260,True,False,True,False,Beilage
3261,True,False,True,False,Brief
3262,False,False,True,False,Brief
3263,True,False,True,False,Verweis
3264,True,False,True,False,Brief
3265,True,False,True,False,Brief
3266,True,False,True,False,Brief
3267,True,False,True,False,Brief
3268,True,False,True,False,Brief
3269,True,False,True,False,Brief
3270,True,False,True,False,Brief
3271,True,False,True,False,Brief
3272,True,False,True,False,Brief
3273,True,False,True,False,Brief
3274,True,False,True,False,Brief
3275,True,False,True,False,Brief
3276,True,False,True,False,Brief
3277,True,False,True,False,Brief
3278,False,False,True,False,Brief
3279,True,False,True,False,Brief
3280,True,False,True,False,Brief
3281,True,False,True,False,Brief
3282,True,False,True,False,Brief
3283,True,False,True,False,Brief
3284,True,False,False,True,NeueZeitung
3285,True,False,True,False,Brief
3286,True,False,True,False,Brief
3287,True,False,True,False,Brief
3288,True,False,True,False,Beilage
3289,True,False,True,False,Brief
3290,True,False,True,False,Brief
3291,True,False,True,False,Brief
3292,False,False,False,False,Brief
3293,True,False,True,False,Brief
3294,True,False,True,False,Brief
3295,True,False,True,False,Brief
3296,True,False,True,False,Brief
3297,True,False,True,False,Brief
3298,True,False,True,False,Brief
3299,True,False,True,False,Brief
3300,True,False,True,False,Brief
3301,True,False,True,False,Brief
3302,True,False,True,False,Brief
3303,False,False,False,False,Brief
3304,True,False,True,False,Brief
3305,True,False,True,False,Brief
3306,True,False,True,False,Widmung
3307,True,False,True,False,Brief
3308,True,False,True,False,Brief
3309,True,False,True,False,Brief
3310,True,False,True,False,Brief
3311,True,False,True,False,Brief
3312,True,False,True,False,Brief
3313,True,False,True,False,Brief
3314,True,False,True,False,Brief
3315,True,False,True,False,Brief
3316,True,False,True,False,Brief
3317,True,False,True,False,Brief
3318,True,False,True,False,Brief
3319,True,False,True,False,Brief
3320,True,False,True,False,Brief
3321,True,False,True,False,Brief
3322,True,False,True,False,Beilage
3323,True,False,True,False,Brief
3324,True,False,True,False,Brief
3325,True,False,True,False,Brief
3326,True,False,False,True,Hinweis
3327,True,False,True,False,Brief
3328,False,False,False,False,Brief
3329,True,False,True,False,Brief
3330,True,False,True,False,Brief
3331,True,False,True,False,Brief
3332,True,False,True,False,Brief
3333,True,False,True,False,Brief
3334,False,False,False,False,Verweis
3335,True,False,True,False,Brief
3336,True,False,True,False,Brief
3337,True,False,True,False,Brief
3338,True,False,True,False,Brief
3339,True,False,True,False,Brief
3340,True,False,True,False,Brief
3341,True,False,True,False,Brief
3342,True,False,True,False,Brief
3343,False,False,False,False,Widmung
3344,True,False,True,False,Brief
3345,True,False,True,False,Beilage
3346,True,False,True,False,Brief
3347,True,False,True,False,Brief
3348,True,False,True,False,Brief
3349,True,False,True,False,Brief
3350,True,False,True,False,Brief
3351,True,False,True,False,Brief
3352,True,False,True,False,Brief
3353,True,False,True,False,Brief
3354,True,False,True,False,Brief
3355,True,False,True,False,Brief
3356,True,False,True,False,Brief
3357,True,False,True,False,Brief
3358,True,False,True,False,Brief
3359,True,False,True,False,Brief
3360,True,False,True,False,Brief
3361,True,False,True,False,Brief
3362,True,False,True,False,Brief
3363,True,False,True,False,Brief
3364,True,False,True,False,Brief
3365,True,False,True,False,Brief
3366,True,False,True,False,Brief
3367,True,False,True,False,Brief
3368,False,False,False,False,Verweis
3369,True,False,True,False,Brief
3370,True,False,True,False,Brief
3371,True,False,True,False,Brief
3372,True,False,True,False,Brief
3373,True,False,True,False,Brief
3374,False,False,True,False,Brief
3375,False,False,False,False,Brief
3376,False,False,False,False,Brief
3377,False,False,False,False,Verweis
3378,True,False,True,False,Brief
3379,True,False,True,False,Brief
3380,True,False,True,False,Brief
3381,True,False,True,False,Brief
3382,True,False,True,False,Brief
3383,True,False,True,False,Brief
3384,True,False,True,False,Brief
3385,False,False,True,False,Brief
3386,False,False,False,False,Verweis
3387,False,False,False,False,Verweis
3388,True,False,True,False,Brief
3389,True,False,True,False,Brief
3390,True,False,True,False,Brief
3391,True,False,True,False,Brief
3392,True,False,True,False,Brief
3393,True,False,True,False,Brief
3394,True,False,True,False,Brief
3395,True,False,True,False,Brief
3396,True,False,True,False,Briefschluss
3397,True,False,True,False,Brief
3398,False,False,False,False,Brief
3399,True,False,True,False,Brief
3400,True,False,True,False,Brief
3401,False,False,False,False,Verweis
3402,True,False,True,False,Brief
3403,True,False,False,True,Hinweis
3404,True,False,True,False,Brief
3405,True,False,True,False,Brief
3406,True,False,True,False,Brief
3407,True,False,True,False,Brief
3408,True,False,True,False,Brief
3409,True,False,True,False,Brief
3410,True,False,True,False,Brief
3411,True,False,True,False,Brief
3412,True,False,True,False,Brief
3413,True,False,True,False,Brief
3414,True,False,True,False,Brief
3415,True,False,True,False,Brief
3416,True,False,True,False,Brief
3417,True,False,True,False,Brief
3418,True,False,True,False,Brief
3419,True,False,True,False,Brief
3420,False,False,False,False,Verweis
3421,True,False,True,False,Brief
3422,True,False,True,False,Brief
3423,False,False,False,False,Verweis
3424,True,False,True,False,Brief
3425,True,False,True,False,Brief
3426,True,False,True,False,Brief
3427,True,False,True,False,Brief
3428,True,False,True,False,Brief
3429,True,False,True,False,Brief
3430,True,False,True,False,Brief
3431,True,False,True,False,Brief
3432,True,False,True,False,Brief
3433,True,False,True,False,Brief
3434,True,False,True,False,Brief
3435,True,False,True,False,Brief
3436,True,False,True,False,Brief
3437,True,False,True,False,Brief
3438,True,False,True,False,Brief
3439,True,False,True,False,Brief
3440,True,False,True,False,Brief
3441,True,False,True,False,Brief
3442,True,False,True,False,Brief
3443,False,False,False,False,Verweis
3444,True,False,True,False,Brief
3445,True,False,True,False,Brief
3446,True,False,True,False,Brief
3447,True,False,True,False,Brief
3448,True,False,True,False,Brief
3449,True,False,True,False,Brief
3450,True,False,False,True,Brief
3451,True,False,True,False,Brief
3452,True,False,True,False,Brief
3453,True,False,False,True,Brief
3454,True,False,False,True,Brief
3455,True,False,False,True,Brief
3456,False,False,False,False,Verweis
3457,False,False,False,False,Verweis
3458,True,False,False,True,Brief
3459,True,False,True,False,Brief
3460,True,False,False,True,Briefschluss
3461,True,False,True,False,Brief
3462,True,False,True,False,Brief
3463,True,False,True,False,Brief
3464,True,False,True,False,Brief
3465,True,False,True,False,Brief
3466,True,False,False,True,Brief
3467,True,False,True,False,Brief
3468,True,False,True,False,Brief
3469,True,False,True,False,Brief
3470,False,False,False,False,Verweis
3471,True,False,True,False,Brief
3472,True,False,True,False,Brief
3473,True,False,True,False,Brief
3474,True,False,True,False,Brief
3475,True,False,True,False,Brief
3476,True,False,True,False,Brief
3477,True,False,True,False,Brief
3478,True,False,True,False,Brief
3479,True,False,True,False,Brief
3480,True,False,True,False,Brief
3481,True,False,True,False,Brief
3482,False,False,False,False,Verweis
3483,True,False,True,False,Brief
3484,True,False,False,True,Brief
3485,True,False,True,False,Brief
3486,True,False,False,True,Brief
3487,True,False,True,False,Brief
3488,True,False,True,False,Brief
3489,True,False,True,False,Brief
3490,True,False,False,True,Brief
3491,True,False,True,False,Brief
3492,True,False,False,True,Brief
3493,True,False,False,True,Brief
3494,True,False,False,True,Brief
3495,True,False,True,False,Brief
3496,True,False,True,False,Brief
3497,True,False,False,True,Brief
3498,True,False,True,False,Brief
3499,True,False,True,False,Brief
3500,False,False,False,False,Verweis
3501,True,False,False,True,Brief
3502,True,False,True,False,Brief
3503,True,False,True,False,Brief
3504,True,False,False,True,Brief
3505,True,False,False,True,Brief
3506,True,False,False,True,Brief
3507,True,False,True,False,Brief
3508,True,False,True,False,Brief
3509,True,False,False,True,Brief
3510,False,False,True,False,Brief
3511,True,False,False,True,Brief
3512,True,False,True,False,Brief
3513,True,False,True,False,Brief
3514,True,False,True,False,Brief
3515,True,False,True,False,Brief
3516,True,False,False,True,Brief
3517,True,False,True,False,Brief
3518,True,False,False,True,Brief
3519,True,False,False,True,Brief
3520,True,False,False,True,Brief
3521,True,False,False,True,Brief
3522,True,False,True,False,Brief
3523,True,False,True,False,Brief
3524,True,False,True,False,Brief
3525,True,False,True,False,Brief
3526,False,False,False,False,Verweis
3527,True,False,False,True,Brief
3528,True,False,False,True,Brief
3529,True,False,True,False,Brief
3530,True,False,False,True,Brief
3531,True,False,True,False,Brief
3532,True,False,True,False,Brief
3533,True,False,True,False,Brief
3534,True,False,True,False,Beilage
3535,True,False,True,False,Brief
3536,False,False,False,False,Brief
3537,True,False,True,False,Brief
3538,True,False,False,True,Brief
3539,True,False,True,False,Brief
3540,False,False,True,False,Brief
3541,True,False,True,False,Brief
3542,True,False,True,False,Brief
3543,True,False,True,False,Brief
3544,True,False,True,False,Brief
3545,True,False,False,True,Brief
3546,True,False,False,True,Brief
3547,True,False,True,False,Brief
3548,True,False,False,True,Brief
3549,True,False,False,True,Brief
3550,True,False,False,True,Brief
3551,True,False,False,True,Brief
3552,False,False,False,False,Verweis
3553,True,False,False,True,Brief
3554,True,False,False,True,Brief
3555,True,False,True,False,Brief
3556,True,False,False,True,Brief
3557,True,False,False,True,Brief
3558,True,False,False,True,Brief
3559,True,False,False,True,Brief
3560,True,False,False,True,Brief
3561,True,False,False,True,Brief
3562,True,False,False,True,Brief
3563,True,False,False,True,Brief
3564,True,False,True,False,Brief
3565,True,False,True,False,Brief
3566,True,False,False,True,Brief
3567,True,False,False,True,Brief
3568,True,False,False,True,Brief
3569,True,False,False,True,Brief
3570,True,False,True,False,Brief
3571,True,False,False,True,Brief
3572,True,False,True,False,Brief
3573,True,False,False,True,Brief
3574,True,False,True,False,Brief
3575,True,False,True,False,Brief
3576,True,False,False,True,Brief
3577,True,False,False,True,Brief
3578,True,False,False,True,Brief
3579,False,False,True,False,Brief
3580,True,False,False,True,Brief
3581,True,False,False,True,Brief
3582,True,False,False,True,Brief
3583,True,False,True,False,Brief
3584,True,False,True,False,Brief
3585,True,False,False,True,Brief
3586,True,False,False,True,Hinweis
3587,True,False,True,False,Brief
3588,True,False,False,True,Brief
3589,True,False,True,False,Brief
3590,True,False,True,False,Brief
3591,True,False,False,True,Brief
3592,True,False,False,True,Brief
3593,True,False,False,True,Brief
3594,True,False,True,False,Brief
3595,True,False,True,False,Brief
3596,True,False,False,True,Brief
3597,True,False,False,True,Brief
3598,True,False,False,True,Brief
3599,True,False,False,True,Brief
3600,True,False,True,False,Brief
3601,True,False,False,True,Brief
3602,True,False,False,True,Brief
3603,True,False,False,True,Brief
3604,True,False,False,True,Brief
3605,True,False,True,False,Brief
3606,True,False,True,False,Brief
3607,True,False,True,False,Brief
3608,True,False,False,True,Brief
3609,True,False,False,True,Brief
3610,True,False,True,False,Brief
3611,True,False,True,False,Brief
3612,True,False,False,True,Brief
3613,True,False,False,True,Brief
3614,True,False,False,True,Brief
3615,True,False,True,False,Brief
3616,True,False,False,True,Brief
3617,True,False,True,False,Brief
3618,True,False,True,False,Brief
3619,True,False,False,True,Brief
3620,False,False,False,False,Verweis
3621,True,False,False,True,Brief
3622,True,False,False,True,Brief
3623,True,False,False,True,Brief
3624,True,False,True,False,Brief
3625,True,False,True,False,Brief
3626,True,False,True,False,Brief
3627,False,False,False,False,Brief
3628,True,False,True,False,Brief
3629,True,False,False,True,Brief
3630,False,False,False,False,Hinweis
3631,True,False,False,True,Brief
3632,True,False,True,False,Brief
3633,True,False,False,True,Brief
3634,True,False,True,False,Brief
3635,True,False,True,False,Brief
3636,True,False,True,False,Brief
3637,False,False,True,False,Brief
3638,True,False,True,False,Brief
3639,True,False,True,False,Brief
3640,True,False,True,False,Brief
3641,True,False,False,True,Brief
3642,True,False,True,False,Brief
3643,True,False,False,True,Brief
3644,True,False,False,True,Brief
3645,True,False,False,True,Brief
3646,False,False,False,False,Verweis
3647,True,False,False,True,Brief
3648,True,False,True,False,Brief
3649,True,False,False,True,Brief
3650,True,False,False,True,Brief
3651,True,False,True,False,Brief
3652,True,False,True,False,Brief
3653,True,False,True,False,Brief
3654,True,False,True,False,Brief
3655,True,False,False,True,Brief
3656,True,False,True,False,Brief
3657,True,False,False,True,Brief
3658,True,False,False,True,Brief
3659,True,False,False,True,Brief
3660,True,False,True,False,Brief
3661,False,False,False,False,Widmung
3662,True,False,False,True,Brief
3663,True,False,False,True,Brief
3664,True,False,False,True,Brief
3665,True,False,False,True,Nachschrift
3666,False,False,False,False,Verweis
3667,True,False,False,True,Brief
3668,True,False,False,True,Brief
3669,True,False,False,True,Brief
3670,True,False,False,True,Brief
3671,True,False,True,False,Brief
3672,True,False,True,False,Brief
3673,True,False,False,True,Brief
3674,True,False,True,False,Brief
3675,True,False,True,False,Brief
3676,True,False,True,False,Brief
3677,True,False,True,False,Brief
3678,True,False,False,True,Brief
3679,True,False,False,True,Brief
3680,True,False,True,False,Brief
3681,True,False,False,True,Brief
3682,True,False,False,True,Brief
3683,True,False,True,False,Brief
3684,True,False,False,True,Brief
3685,False,False,False,False,Brief
3686,True,False,True,False,Brief
3687,True,False,True,False,Brief
3688,True,False,False,True,Brief
3689,True,False,True,False,Brief
3690,True,False,False,True,Brief
3691,True,False,False,True,Brief
3692,True,False,False,True,Brief
3693,True,False,True,False,Brief
3694,True,False,True,False,Brief
3695,True,False,True,False,Brief
3696,True,False,True,False,Brief
3697,True,False,False,True,Brief
3698,True,False,True,False,Brief
3699,True,False,False,True,Brief
3700,False,False,False,False,Brief
3701,True,False,True,False,Brief
3702,True,False,False,True,Brief
3703,True,False,False,True,Brief
3704,True,False,False,True,Brief
3705,True,False,True,False,Brief
3706,True,False,False,True,Brief
3707,True,False,False,True,Brief
3708,True,False,True,False,Brief
3709,True,False,True,False,Brief
3710,True,False,False,True,Brief
